jrk_template,Phylum,Class,Order,Family,GENUS,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont,
jrk00707,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Asterinothyrium,,,,,,,,,,,,,,,,,,,;;;;;
jrk00709,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Asteroconium,,,,,,,,,,,,,,,,,,,;;;;;
jrk00713,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Asteroglobulus,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,,none,none,,,,,lichen_parasite;fungal_decomposer;;;;
jrk00723,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Asterophoma,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk00726,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Asteroscutula,,,,,,,,,,,,,,,,,,,;;;;;
jrk00728,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Asterostomopora,,,,,,,,,,,,,,,,,,,;;;;;
jrk00729,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Asterostomopsis,,,,,,,,,,,,,,,,,,,;;;;;
jrk00730,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Asterostomula,,,,,,,,,,,,,,,,,,,;;;;;
jrk00731,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Asterostomulina,,,,,,,,,,,,,,,,,,,;;;;;
jrk00735,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Astomella,,,,,,,,,,,,,,,,,,,;;;;;
jrk00740,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Astronatelia,,,,,,,,,,,,,,,,,,,;;;;;
jrk00763,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Atractilina,,,,,,,,,,,,,,,,,,,;;;;;
jrk00765,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Atractobolus,,,,,,,,,,,,,,,,,,,;;;;;
jrk00778,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Atrosetaphiale,,,,,,,,,,,,,,,,,,,;;;;;
jrk00779,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Atrosynnema,,,,,,,,,,,,,,,,,,,;;;;;
jrk00810,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Aurosphaeria,,,,,,,,,,,,,,,,,,,;;;;;
jrk00849,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Avesicladiella,,,,,,,,,,,,,,,,,,,;;;;;
jrk00850,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Avettaea,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk00858,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bacillopeltis,,,,,,,,,,,,,,,,,,,;;;;;
jrk00860,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bactridium,,,,,,,,,,,,,,,,,,,;;;;;
jrk00862,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bactrodesmiella,,,,,,,,,,,,,,,,,,,;;;;;
jrk00869,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Baculospora,,,,,,,,,,,,,,,,,,,;;;;;
jrk00871,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Badarisama,,wood_saprotroph,,,,,,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,,,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00885,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bahuchashaka,,,,,,,,,,,,,,,,,,,;;;;;
jrk00886,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bahugada,,,,,,,,,,,,,,,,,,,;;;;;
jrk00887,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bahukalasa,,,,,,,,,,,,,,,,,,,;;;;;
jrk00892,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Balaniopsis,,,,,,,,,,,,,,,,,,,;;;;;
jrk00893,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Balanium,,,,,,,,,,,,,,,,,,,;;;;;
jrk00916,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Barbarosporina,,,,,,,,,,,,,,,,,,,;;;;;
jrk00921,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Barnettella,,,,,,,,,,,,,,,,,,,;;;;;
jrk00935,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Basauxia,,,,,,,,,,,,,,,,,,,;;;;;
jrk00949,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Batistina,,,,,,,,,,,,,,,,,,,;;;;;
jrk00952,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Batistospora,,,,,,,,,,,,,,,,,,,;;;;;
jrk00963,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Beccopycnidium,,,,,,,,,,,,,,,,,,,;;;;;
jrk00965,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Beejadwaya,,,,,,,,,,,,,,,,,,,;;;;;
jrk00969,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Belemnospora,,,,,,,,,,,,,,,,,,,;;;;;
jrk00975,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bellulicauda,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk00978,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Beltramono,,,,,,,,,,,,,,,,,,,;;;;;
jrk00981,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Beltraniomyces,,,,,,,,,,,,,,,,,,,;;;;;
jrk00984,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Beniowskia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,,filamentous_mycelium,,,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;filamentous_mycelium
jrk00987,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Benjpalia,,,,,,,,,,,,,,,,,,,;;;;;
jrk00989,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Berggrenia,,soil_saprotroph,,,,,soil,,,,,,,,,,,,soil_saprotroph;;;;;
jrk01001,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bhadradriella,,,,,,,,,,,,,,,,,,,;;;;;
jrk01002,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bhadradriomyces,,,,,,,,,,,,,,,,,,,;;;;;
jrk01003,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bharatheeya,,,,,,,,,,,,,,,,,,,;;;;;
jrk01004,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bhatia,,,,,,,,,,,,,,,,,,,;;;;;
jrk01013,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bibanasiella,,,,,,,,,,,,,,,,,,,;;;;;
jrk01019,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bicoloromyces,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,,none,none,,,,,lichen_parasite;fungal_decomposer;;;;
jrk01025,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Biflagellospora,,,,,,,,,,,,,,,,,,,;;;;;
jrk01026,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Biflagellosporella,,,,,,,,,,,,,,,,,,,;;;;;
jrk01027,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Biflua,,,,,,,,,,,,,,,,,,,;;;;;
jrk01032,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bimeris,,,,,,,,,,,,,,,,,,,;;;;;
jrk01037,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bioconiosporium,,,,,,,,,,,,,,,,,,,;;;;;
jrk01038,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Biophomopsis,,,,,,,,,,,,,,,,,,,;;;;;
jrk01043,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bisbyopeltis,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,,,,,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;
jrk01049,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bisseomyces,,,,,,,,,,,,,,,,,,,;;;;;
jrk01060,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Blastocatena,,,,,,,,,,,,,,,,,,,;;;;;
jrk01064,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Blastodictys,,,,,,,,,,,,,,,,,,,;;;;;
jrk01065,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Blastofusarioides,,,,,,,,,,,,,,,,,,,;;;;;
jrk01069,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Blastophragma,,,,,,,,,,,,,,,,,,,;;;;;
jrk01072,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Blennoria,,,,,,,,,,,,,,,,,,,;;;;;
jrk01073,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Blennoriopsis,,,,,,,,,,,,,,,,,,,;;;;;
jrk01075,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bleptosporium,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01076,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Blodgettia,,,,,,,,,,,,,,,,,,,;;;;;
jrk01116,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bostrichonema,,,,,,,,,,,,,,,,,,,;;;;;
jrk01124,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Botryodiplodina,,,,,,,,,,,,,,,,,,,;;;;;
jrk01129,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Botryomonilia,,,,,,,,,,,,,,,,,,,;;;;;
jrk01133,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Botryostroma,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,,,,,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;
jrk01147,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Brachycephala,,,,,,,,,,,,,,,,,,,;;;;;
jrk01150,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Brachydesmiella,,,,,,,,,,,,,,,,,,,;;;;;
jrk01153,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Brachysporiellina,,,,,,,,,,,,,,,,,,,;;;;;
jrk01154,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Brachysporiopsis,,,,,,,,,,,,,,,,,,,;;;;;
jrk01161,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Braunomyces,,,,,,,,,,,,,,,,,,,;;;;;
jrk01163,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Brefeldiopycnis,,,,,,,,,,,,,,,,,,,;;;;;
jrk01165,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Brencklea,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01172,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Brevicatenospora,,,,,,,,,,,,,,,,,,,;;;;;
jrk01179,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Briania,,,,,,,,,,,,,,,,,,,;;;;;
jrk01185,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Briosia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,,,,,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;
jrk01204,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Brycekendrickia,,,,,,,,,,,,,,,,,,,;;;;;
jrk01218,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bryophytomyces,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01238,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bulbilopycnis,,,,,,,,,,,,,,,,,,,;;;;;
jrk01240,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bulbocatenospora,,,,,,,,,,,,,,,,,,,;;;;;
jrk01250,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Bullaserpens,,,,,,,,,,,,,,,,,,,;;;;;
jrk01285,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Cacumisporium,,wood_saprotroph,,,,,wood,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,none,none,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk01288,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Caeruleoconidia,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,,none,none,,,,,lichen_parasite;fungal_decomposer;;;;
jrk01300,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Calcarispora,,,,,,,,,,,,,,,,,,,;;;;;
jrk01303,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Calceispora,,,,,,,,,,,,,,,,,,,;;;;;
jrk01317,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Callistospora,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01324,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Calocline,,,,,,,,,,,,,,,,,,,;;;;;
jrk01330,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Calongeomyces,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,,none,none,,,,,lichen_parasite;fungal_decomposer;;;;
jrk01359,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Camaroglobulus,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01364,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Camaropycnis,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01365,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Camarosporellum,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01368,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Camarosporiopsis,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01379,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Camposporidium,,,,,,,,,,,,,,,,,,,;;;;;
jrk01397,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Candelabrum,,litter_saprotroph,,,,,,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,,,,,,,;litter_saprotroph;;;;filamentous_mycelium
jrk01401,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Candelosynnema,,,,,,,,,,,,,,,,,,,;;;;;
jrk01417,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Capitorostrum,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,,,,,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;
jrk01425,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Capnofrasera,,sooty_mold,litter_saprotroph,,,,"leaf/fruit/seed,sugar-rich_substrates",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,sooty_mold;litter_saprotroph;;;;filamentous_mycelium
jrk01427,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Capnosporium,,,,,,,,,,,,,,,,,,,;;;;;
jrk01433,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Capsicumyces,,,,,,,,,,,,,,,,,,,;;;;;
jrk01447,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Carnegieispora,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,,none,none,,,,,lichen_parasite;fungal_decomposer;;;;
jrk01448,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Carnia,,,,,,,,,,,,,,,,,,,;;;;;
jrk01452,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Carrismyces,,,,,,,,,,,,,,,,,,,;;;;;
jrk01456,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Casaresia,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01458,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Castanedaea,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01476,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Catenocuneiphora,,,,,,,,,,,,,,,,,,,;;;;;
jrk01479,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Catenophora,,,,,,,,,,,,,,,,,,,;;;;;
jrk01480,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Catenophoropsis,,,,,,,,,,,,,,,,,,,;;;;;
jrk01481,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Catenosubulispora,,,,,,,,,,,,,,,,,,,;;;;;
jrk01482,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Catenosynnema,,,,,,,,,,,,,,,,,,,;;;;;
jrk01484,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Catenulaster,,,,,,,,,,,,,,,,,,,;;;;;
jrk01493,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Catinopeltis,,,,,,,,,,,,,,,,,,,;;;;;
jrk01505,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Cecidiomyces,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,,none,none,,,,,lichen_parasite;fungal_decomposer;;;;
jrk01508,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ceeveesubramaniomyces,,,,,,,,,,,,,,,,,,,;;;;;
jrk01550,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ceratophorum,,,,,,,,,,,,,,,,,,,;;;;;
jrk01553,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ceratopycnis,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01559,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ceratosporium,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01591,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ceuthodiplospora,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01592,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ceuthosira,,,,,,,,,,,,,,,,,,,;;;;;
jrk01593,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ceuthosporella,,,,,,,,,,,,,,,,,,,;;;;;
jrk01603,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chaetendophragmia,,,,,,,,,,,,,,,,,,,;;;;;
jrk01605,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chaetoblastophorum,,,,,,,,,,,,,,,,,,,;;;;;
jrk01608,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chaetochalara,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01612,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chaetocytostroma,,,,,,,,,,,,,,,,,,,;;;;;
jrk01615,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chaetodiplis,,,,,,,,,,,,,,,,,,,;;;;;
jrk01617,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chaetodiplodina,,,,,,,,,,,,,,,,,,,;;;;;
jrk01626,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chaetopeltaster,,,,,,,,,,,,,,,,,,,;;;;;
jrk01627,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chaetophiophoma,,,,,,,,,,,,,,,,,,,;;;;;
jrk01629,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chaetoplaca,,unspecified_pathotroph,,,,,,,,,,,,,,,,,unspecified_pathotroph;;;;;
jrk01638,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chaetoseptoria,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,,,,,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;
jrk01653,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chalarodendron,,,,,,,,,,,,,,,,,,,;;;;;
jrk01654,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chalarodes,,,,,,,,,,,,,,,,,,,;;;;;
jrk01667,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Characonidia,,,,,,,,,,,,,,,,,,,;;;;;
jrk01670,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Charomyces,,,,,,,,,,,,,,,,,,,;;;;;
jrk01672,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chasakopama,,,,,,,,,,,,,,,,,,,;;;;;
jrk01676,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Cheiroidea,,,,,,,,,,,,,,,,,,,;;;;;
jrk01678,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Cheiromycella,,unspecified_saprotroph,,,,,,,,,,,,,,,,,unspecified_saprotroph;;;;;
jrk01679,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Cheiromyceopsis,,,,,,,,,,,,,,,,,,,;;;;;
jrk01682,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Cheiropolyschema,,,,,,,,,,,,,,,,,,,;;;;;
jrk01688,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chiastospora,,,,,,,,,,,,,,,,,,,;;;;;
jrk01692,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chithramia,,,,,,,,,,,,,,,,,,,;;;;;
jrk01697,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Chlamydopsis,,,,,,,,,,,,,,,,,,,;;;;;
jrk01713,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Choanatiara,,,,,,,,,,,,,,,,,,,;;;;;
